Exercise,Set,Rep,Weight,Metric,Set RPE,Tags,Workout Start Time,Rest Time,Avg Velocity (m/s),Range of Motion (mm),Peak Velocity (m/s),Peak Velocity Location (%),Duration of rep (sec)
"squat",13,1,"135","kgs","","high bar","11/10/2021, 10:15:05","00:01:20.1",0.33,676,0.78,605,2.035
"squat",13,2,"135","kgs","","high bar","11/10/2021, 10:15:05","00:01:20.1",0.22,671,0.51,623,2.993
"squat",14,1,"130","kgs","","high bar","11/10/2021, 10:15:05","00:01:36.3",0.37,674,0.82,607,1.837
"squat",14,2,"130","kgs","","high bar","11/10/2021, 10:15:05","00:01:36.3",0.26,676,0.55,617,2.583
"overhead press",1,1,"20","kgs","","","11/10/2021, 10:15:05","00:02:01.4",1.18,614,1.89,425,0.522
"overhead press",1,2,"20","kgs","","","11/10/2021, 10:15:05","00:02:01.4",1.15,620,1.79,438,0.539
"overhead press",1,3,"20","kgs","","","11/10/2021, 10:15:05","00:02:01.4",1.11,639,1.76,414,0.576
"overhead press",2,1,"30","kgs","","","11/10/2021, 10:15:05","00:00:35.0",0.98,639,1.41,297,0.654
"overhead press",2,2,"30","kgs","","","11/10/2021, 10:15:05","00:00:35.0",0.94,642,1.29,330,0.679
"overhead press",2,3,"30","kgs","","","11/10/2021, 10:15:05","00:00:35.0",0.69,646,1.25,290,0.934
"overhead press",3,1,"40","kgs","","","11/10/2021, 10:15:05","00:03:08.4",0.78,610,1.05,228,0.78
"overhead press",3,2,"40","kgs","","","11/10/2021, 10:15:05","00:03:08.4",0.70,627,1.04,183,0.898
"overhead press",4,1,"45","kgs","","","11/10/2021, 10:15:05","00:00:58.4",0.60,614,0.90,168,1.018
"overhead press",4,2,"45","kgs","","","11/10/2021, 10:15:05","00:00:58.4",0.51,617,0.84,156,1.219
"overhead press",5,1,"50","kgs","","","11/10/2021, 10:15:05","00:01:13.3",0.43,619,0.77,137,1.442
"overhead press",6,1,"55","kgs","","","11/10/2021, 10:15:05","00:01:44.3",0.32,604,0.66,117,1.86
"overhead press",7,1,"60","kgs","","","11/10/2021, 10:15:05","00:01:19.7",0.19,586,0.59,101,3.148
"overhead press",8,1,"50","kgs","","","11/10/2021, 10:15:05","00:01:10.5",0.36,594,0.75,134,1.649
"overhead press",8,2,"50","kgs","","","11/10/2021, 10:15:05","00:01:10.5",0.33,606,0.72,139,1.844
"overhead press",8,3,"50","kgs","","","11/10/2021, 10:15:05","00:01:10.5",0.26,599,0.65,123,2.265
"overhead press",9,1,"52,5","kgs","","","11/10/2021, 10:15:05","00:01:20.6",0.26,581,0.67,110,2.219
"overhead press",9,2,"52,5","kgs","","","11/10/2021, 10:15:05","00:01:20.6",0.22,617,0.65,107,2.795
"overhead press",10,1,"50","kgs","","","11/10/2021, 10:15:05","00:01:18.0",0.33,571,0.70,115,1.738
"overhead press",10,2,"50","kgs","","","11/10/2021, 10:15:05","00:01:18.0",0.32,588,0.65,119,1.853
"overhead press",10,3,"50","kgs","","","11/10/2021, 10:15:05","00:01:18.0",0.25,601,0.67,122,2.358
"squat",1,1,"20","kgs","","high bar","01/11/2021, 10:05:30","00:00:00",1.16,679,1.94,448,0.587
"squat",1,2,"20","kgs","","high bar","01/11/2021, 10:05:30","00:00:00",1.25,734,2.00,482,0.585
"squat",2,1,"40","kgs","","high bar","01/11/2021, 10:05:30","00:00:59.0",1.05,687,1.69,445,0.656
"squat",2,2,"40","kgs","","high bar","01/11/2021, 10:05:30","00:00:59.0",1.12,720,1.73,469,0.641
"squat",2,3,"40","kgs","","high bar","01/11/2021, 10:05:30","00:00:59.0",1.06,703,1.60,461,0.663
"squat",3,1,"60","kgs","","high bar","01/11/2021, 10:05:30","00:01:33.3",0.91,687,1.51,560,0.757
"squat",3,2,"60","kgs","","high bar","01/11/2021, 10:05:30","00:01:33.3",0.93,701,1.44,585,0.757
"squat",4,1,"80","kgs","","high bar","01/11/2021, 10:05:30","00:01:25.8",0.77,681,1.28,566,0.887
"squat",4,2,"80","kgs","","high bar","01/11/2021, 10:05:30","00:01:25.8",0.75,688,1.21,580,0.92
"squat",5,1,"100","kgs","","high bar","01/11/2021, 10:05:30","00:01:52.5",0.64,691,1.12,595,1.08
"squat",6,1,"120","kgs","","high bar","01/11/2021, 10:05:30","00:01:35.2",0.46,694,0.98,622,1.522
"squat",7,1,"130","kgs","","high bar","01/11/2021, 10:05:30","00:02:14.2",0.37,678,0.92,606,1.854
"squat",8,1,"140","kgs","","high bar","01/11/2021, 10:05:30","00:02:32.5",0.22,668,0.47,614,3.057
"squat",9,1,"120","kgs","","high bar","01/11/2021, 10:05:30","00:01:53.8",0.46,678,0.92,597,1.466
"squat",9,2,"120","kgs","","high bar","01/11/2021, 10:05:30","00:01:53.8",0.40,681,0.84,610,1.71
"squat",9,3,"120","kgs","","high bar","01/11/2021, 10:05:30","00:01:53.8",0.37,678,0.80,610,1.81
"squat",10,1,"120","kgs","","high bar","01/11/2021, 10:05:30","00:01:33.2",0.40,687,0.79,617,1.729
"squat",10,2,"120","kgs","","high bar","01/11/2021, 10:05:30","00:01:33.2",0.30,669,0.59,606,2.258
"squat",11,1,"120","kgs","","high bar","01/11/2021, 10:05:30","00:01:38.1",0.38,668,0.81,591,1.78
"squat",11,2,"120","kgs","","high bar","01/11/2021, 10:05:30","00:01:38.1",0.32,685,0.77,628,2.126
"overhead press",1,1,"20","kgs","","","01/11/2021, 10:05:30","00:01:36.4",1.30,629,2.01,422,0.483
"overhead press",1,2,"20","kgs","","","01/11/2021, 10:05:30","00:01:36.4",0.92,667,1.93,464,0.726
"overhead press",1,3,"20","kgs","","","01/11/2021, 10:05:30","00:01:36.4",0.84,661,1.78,456,0.783
"overhead press",2,1,"30","kgs","","","01/11/2021, 10:05:30","00:00:51.5",0.91,621,1.41,321,0.683
"overhead press",2,2,"30","kgs","","","01/11/2021, 10:05:30","00:00:51.5",0.97,619,1.31,280,0.641
"overhead press",2,3,"30","kgs","","","01/11/2021, 10:05:30","00:00:51.5",0.95,632,1.28,275,0.666
"overhead press",3,1,"40","kgs","","","01/11/2021, 10:05:30","00:01:07.2",0.70,611,1.00,182,0.879
"overhead press",3,2,"40","kgs","","","01/11/2021, 10:05:30","00:01:07.2",0.69,621,0.94,180,0.9
"overhead press",4,1,"45","kgs","","","01/11/2021, 10:05:30","00:01:07.3",0.55,598,0.84,151,1.081
"overhead press",4,2,"45","kgs","","","01/11/2021, 10:05:30","00:01:07.3",0.50,622,0.82,168,1.242
"overhead press",5,1,"50","kgs","","","01/11/2021, 10:05:30","00:01:07.2",0.39,622,0.78,148,1.597
"overhead press",6,1,"55","kgs","","","01/11/2021, 10:05:30","00:01:27.8",0.20,567,0.66,88,2.864
"overhead press",7,1,"50","kgs","","","01/11/2021, 10:05:30","00:01:21.9",0.41,591,0.72,120,1.451
"overhead press",7,2,"50","kgs","","","01/11/2021, 10:05:30","00:01:21.9",0.34,611,0.68,136,1.805
"overhead press",7,3,"50","kgs","","","01/11/2021, 10:05:30","00:01:21.9",0.30,621,0.62,110,2.081
"overhead press",8,1,"50","kgs","","","01/11/2021, 10:05:30","00:01:15.6",0.37,591,0.72,124,1.609
"overhead press",8,2,"50","kgs","","","01/11/2021, 10:05:30","00:01:15.6",0.33,593,0.65,96,1.784
"overhead press",8,3,"50","kgs","","","01/11/2021, 10:05:30","00:01:15.6",0.28,599,0.63,117,2.134
"overhead press",9,1,"50","kgs","","","01/11/2021, 10:05:30","00:01:29.0",0.26,589,0.69,113,2.246
"overhead press",9,2,"50","kgs","","","01/11/2021, 10:05:30","00:01:29.0",0.24,621,0.69,137,2.556
"squat",1,1,"20","kgs","","high bar","03/11/2021, 12:06:14","00:00:00",1.10,686,1.87,461,0.623
"squat",1,2,"20","kgs","","high bar","03/11/2021, 12:06:14","00:00:00",1.19,715,1.88,488,0.602
"squat",1,3,"20","kgs","","high bar","03/11/2021, 12:06:14","00:00:00",1.30,635,1.78,406,0.488
"squat",2,1,"40","kgs","","high bar","03/11/2021, 12:06:14","00:00:51.9",1.01,730,1.65,502,0.721
"squat",2,2,"40","kgs","","high bar","03/11/2021, 12:06:14","00:00:51.9",1.11,698,1.55,474,0.629
"squat",2,3,"40","kgs","","high bar","03/11/2021, 12:06:14","00:00:51.9",1.05,729,1.56,515,0.694
"squat",3,1,"60","kgs","","high bar","03/11/2021, 12:06:14","00:01:11.3",0.88,692,1.40,555,0.788
"squat",3,2,"60","kgs","","high bar","03/11/2021, 12:06:14","00:01:11.3",0.84,687,1.24,580,0.813
"squat",4,1,"80","kgs","","high bar","03/11/2021, 12:06:14","00:01:12.5",0.77,705,1.28,592,0.913
"squat",4,2,"80","kgs","","high bar","03/11/2021, 12:06:14","00:01:12.5",0.73,701,1.22,601,0.96
"squat",5,1,"100","kgs","","high bar","03/11/2021, 12:06:14","00:01:15.2",0.69,702,1.26,594,1.015
"squat",6,1,"120","kgs","","high bar","03/11/2021, 12:06:14","00:01:21.2",0.52,699,1.07,614,1.351
"squat",7,1,"130","kgs","","high bar","03/11/2021, 12:06:14","00:01:45.1",0.39,700,0.92,633,1.796
"squat",8,1,"140","kgs","","high bar","03/11/2021, 12:06:14","00:01:55.7",0.31,684,0.94,617,2.186
"squat",9,1,"120","kgs","","high bar","03/11/2021, 12:06:14","00:01:54.9",0.44,695,0.91,613,1.576
"squat",9,2,"120","kgs","","high bar","03/11/2021, 12:06:14","00:01:54.9",0.41,694,0.87,618,1.706
"squat",9,3,"120","kgs","","high bar","03/11/2021, 12:06:14","00:01:54.9",0.35,700,0.68,646,2.013
"squat",10,1,"120","kgs","","high bar","03/11/2021, 12:06:14","00:01:21.8",0.39,677,0.84,603,1.751
"squat",10,2,"120","kgs","","high bar","03/11/2021, 12:06:14","00:01:21.8",0.31,690,0.75,632,2.249
"squat",11,1,"120","kgs","","high bar","03/11/2021, 12:06:14","00:01:24.1",0.36,689,0.74,620,1.895
"squat",11,2,"120","kgs","","high bar","03/11/2021, 12:06:14","00:01:24.1",0.28,675,0.62,625,2.398
"overhead press",1,1,"20","kgs","","","03/11/2021, 12:06:14","00:01:39.0",1.24,640,2.03,416,0.516
"overhead press",1,2,"20","kgs","","","03/11/2021, 12:06:14","00:01:39.0",0.96,651,1.99,462,0.68
"overhead press",1,3,"20","kgs","","","03/11/2021, 12:06:14","00:01:39.0",1.25,658,1.91,412,0.529
"overhead press",2,1,"30","kgs","","","03/11/2021, 12:06:14","00:00:46.5",0.97,630,1.34,346,0.65
"overhead press",2,2,"30","kgs","","","03/11/2021, 12:06:14","00:00:46.5",0.74,618,1.29,285,0.834
"overhead press",2,3,"30","kgs","","","03/11/2021, 12:06:14","00:00:46.5",0.80,654,1.23,275,0.821
"overhead press",3,1,"40","kgs","","","03/11/2021, 12:06:14","00:01:01.6",0.74,611,0.99,184,0.831
"overhead press",3,2,"40","kgs","","","03/11/2021, 12:06:14","00:01:01.6",0.63,623,0.91,196,0.993
"overhead press",4,1,"45","kgs","","","03/11/2021, 12:06:14","00:01:12.5",0.52,620,0.82,157,1.2
"overhead press",4,2,"45","kgs","","","03/11/2021, 12:06:14","00:01:12.5",0.46,622,0.82,170,1.343
"overhead press",5,1,"50","kgs","","","03/11/2021, 12:06:14","00:01:17.4",0.43,621,0.73,109,1.437
"overhead press",6,1,"55","kgs","","","03/11/2021, 12:06:14","00:01:13.2",0.25,595,0.59,112,2.408
"overhead press",7,1,"50","kgs","","","03/11/2021, 12:06:14","00:01:15.8",0.39,598,0.73,146,1.527
"overhead press",7,2,"50","kgs","","","03/11/2021, 12:06:14","00:01:15.8",0.31,616,0.65,113,1.965
"overhead press",7,3,"50","kgs","","","03/11/2021, 12:06:14","00:01:15.8",0.31,600,0.60,98,1.919
"overhead press",8,1,"50","kgs","","","03/11/2021, 12:06:14","00:01:06.7",0.25,603,0.67,124,2.443
"overhead press",8,2,"50","kgs","","","03/11/2021, 12:06:14","00:01:06.7",0.29,618,0.65,117,2.149
"overhead press",9,1,"50","kgs","","","03/11/2021, 12:06:14","00:01:14.9",0.24,571,0.63,104,2.349
"overhead press",9,2,"50","kgs","","","03/11/2021, 12:06:14","00:01:14.9",0.28,622,0.67,116,2.197
"squat",1,1,"20","kgs","","high bar","04/11/2021, 08:01:02","00:00:00",0.93,614,1.54,420,0.662
"squat",1,2,"20","kgs","","high bar","04/11/2021, 08:01:02","00:00:00",1.22,580,1.69,366,0.477
"squat",1,3,"20","kgs","","high bar","04/11/2021, 08:01:02","00:00:00",1.08,693,1.66,473,0.643
"squat",2,1,"40","kgs","","high bar","04/11/2021, 08:01:02","00:00:42.4",0.94,695,1.55,482,0.742
"squat",2,2,"40","kgs","","high bar","04/11/2021, 08:01:02","00:00:42.4",0.99,688,1.48,476,0.693
"squat",2,3,"40","kgs","","high bar","04/11/2021, 08:01:02","00:00:42.4",0.95,696,1.39,544,0.729
"squat",3,1,"60","kgs","","high bar","04/11/2021, 08:01:02","00:01:17.3",0.80,668,1.18,572,0.833
"squat",3,2,"60","kgs","","high bar","04/11/2021, 08:01:02","00:01:17.3",0.85,701,1.31,589,0.829
"squat",4,1,"80","kgs","","high bar","04/11/2021, 08:01:02","00:01:22.6",0.75,682,1.23,571,0.914
"squat",4,2,"80","kgs","","high bar","04/11/2021, 08:01:02","00:01:22.6",0.71,713,1.20,602,0.998
"squat",5,1,"100","kgs","","high bar","04/11/2021, 08:01:02","00:02:24.1",0.59,693,1.13,598,1.169
"squat",6,1,"120","kgs","","high bar","04/11/2021, 08:01:02","00:02:10.2",0.46,704,1.01,631,1.531
"squat",7,1,"130","kgs","","high bar","04/11/2021, 08:01:02","00:02:31.3",0.33,706,0.71,645,2.128
"squat",8,1,"135","kgs","","high bar","04/11/2021, 08:01:02","00:03:49.7",0.36,681,0.91,608,1.896
"squat",9,1,"140","kgs","","high bar","04/11/2021, 08:01:02","00:05:11.1",0.28,671,0.60,611,2.416
"squat",10,1,"120","kgs","","high bar","04/11/2021, 08:01:02","00:02:43.6",0.43,685,0.88,606,1.584
"squat",10,2,"120","kgs","","high bar","04/11/2021, 08:01:02","00:02:43.6",0.39,658,0.71,582,1.683
"squat",10,3,"120","kgs","","high bar","04/11/2021, 08:01:02","00:02:43.6",0.40,676,0.90,599,1.698
"squat",11,1,"120","kgs","","high bar","04/11/2021, 08:01:02","00:04:14.2",0.48,678,0.95,596,1.406
"squat",11,2,"120","kgs","","high bar","04/11/2021, 08:01:02","00:04:14.2",0.38,663,0.81,594,1.757
"squat",11,3,"120","kgs","","high bar","04/11/2021, 08:01:02","00:04:14.2",0.33,668,0.60,607,2.047
"overhead press",1,1,"20","kgs","","","04/11/2021, 08:01:02","00:01:57.6",1.14,621,1.79,429,0.543
"overhead press",1,2,"20","kgs","","","04/11/2021, 08:01:02","00:01:57.6",1.09,601,1.73,405,0.55
"overhead press",1,3,"20","kgs","","","04/11/2021, 08:01:02","00:01:57.6",1.16,655,1.74,456,0.565
"overhead press",2,1,"30","kgs","","","04/11/2021, 08:01:02","00:01:06.3",0.90,609,1.32,447,0.678
"overhead press",2,2,"30","kgs","","","04/11/2021, 08:01:02","00:01:06.3",0.97,600,1.27,490,0.616
"overhead press",2,3,"30","kgs","","","04/11/2021, 08:01:02","00:01:06.3",0.85,635,1.22,511,0.748
"overhead press",3,1,"40","kgs","","","04/11/2021, 08:01:02","00:01:20.1",0.68,608,0.92,185,0.893
"overhead press",3,2,"40","kgs","","","04/11/2021, 08:01:02","00:01:20.1",0.67,616,0.88,186,0.925
"overhead press",4,1,"45","kgs","","","04/11/2021, 08:01:02","00:01:06.0",0.54,591,0.79,153,1.097
"overhead press",4,2,"45","kgs","","","04/11/2021, 08:01:02","00:01:06.0",0.53,601,0.74,156,1.128
"overhead press",5,1,"50","kgs","","","04/11/2021, 08:01:02","00:02:30.3",0.38,589,0.71,141,1.552
"overhead press",6,1,"55","kgs","","","04/11/2021, 08:01:02","00:02:17.4",0.27,603,0.63,123,2.257
"overhead press",7,1,"57,5","kgs","","","04/11/2021, 08:01:02","00:01:31.4",0.21,597,0.60,92,2.895
"overhead press",8,1,"50","kgs","","","04/11/2021, 08:01:02","00:01:53.4",0.32,592,0.74,130,1.857
"overhead press",8,2,"50","kgs","","","04/11/2021, 08:01:02","00:01:53.4",0.33,582,0.64,72,1.788
"overhead press",8,3,"50","kgs","","","04/11/2021, 08:01:02","00:01:53.4",0.30,611,0.62,107,2.04
"overhead press",9,1,"50","kgs","","","04/11/2021, 08:01:02","00:01:55.2",0.30,601,0.66,123,1.975
"overhead press",9,2,"50","kgs","","","04/11/2021, 08:01:02","00:01:55.2",0.37,616,0.62,102,1.68
"overhead press",9,3,"50","kgs","","","04/11/2021, 08:01:02","00:01:55.2",0.28,596,0.57,80,2.163
"overhead press",10,1,"50","kgs","","","04/11/2021, 08:01:02","00:01:50.3",0.25,578,0.66,111,2.28
"overhead press",10,2,"50","kgs","","","04/11/2021, 08:01:02","00:01:50.3",0.28,494,0.59,14,1.738
"overhead press",10,3,"50","kgs","","","04/11/2021, 08:01:02","00:01:50.3",0.27,605,0.57,138,2.207
"squat",1,1,"20","kgs","","high bar","10/11/2021, 09:01:35","00:00:00",1.03,655,1.66,436,0.638
"squat",1,2,"20","kgs","","high bar","10/11/2021, 09:01:35","00:00:00",1.11,693,1.76,448,0.625
"squat",1,3,"20","kgs","","high bar","10/11/2021, 09:01:35","00:00:00",1.08,267,1.37,257,0.248
"squat",1,4,"20","kgs","","high bar","10/11/2021, 09:01:35","00:00:00",1.20,430,1.63,180,0.359
"squat",2,1,"40","kgs","","high bar","10/11/2021, 09:01:35","00:00:52.8",0.95,692,1.47,484,0.725
"squat",2,2,"40","kgs","","high bar","10/11/2021, 09:01:35","00:00:52.8",1.02,691,1.52,495,0.676
"squat",2,3,"40","kgs","","high bar","10/11/2021, 09:01:35","00:00:52.8",1.06,653,1.47,462,0.616
"squat",3,1,"60","kgs","","high bar","10/11/2021, 09:01:35","00:00:53.3",0.87,666,1.34,524,0.762
"squat",3,2,"60","kgs","","high bar","10/11/2021, 09:01:35","00:00:53.3",0.88,717,1.33,605,0.815
"squat",4,1,"80","kgs","","high bar","10/11/2021, 09:01:35","00:00:52.8",0.77,688,1.25,591,0.896
"squat",4,2,"80","kgs","","high bar","10/11/2021, 09:01:35","00:00:52.8",0.76,715,1.27,611,0.936
"squat",5,1,"100","kgs","","high bar","10/11/2021, 09:01:35","00:01:49.1",0.59,665,1.11,577,1.124
"squat",6,1,"120","kgs","","high bar","10/11/2021, 09:01:35","00:01:08.9",0.47,698,1.05,620,1.48
"squat",7,1,"130","kgs","","high bar","10/11/2021, 09:01:35","00:02:03.6",0.38,698,0.95,627,1.822
"squat",8,1,"140","kgs","","high bar","10/11/2021, 09:01:35","00:01:51.6",0.25,672,0.80,609,2.641
"overhead press",1,1,"20","kgs","","","10/11/2021, 09:01:35","00:01:45.1",1.18,626,1.97,430,0.529
"overhead press",1,2,"20","kgs","","","10/11/2021, 09:01:35","00:01:45.1",1.02,629,1.95,447,0.618
"overhead press",1,3,"20","kgs","","","10/11/2021, 09:01:35","00:01:45.1",1.06,623,1.80,397,0.59
"overhead press",2,1,"30","kgs","","","10/11/2021, 09:01:35","00:00:40.3",1.01,613,1.47,462,0.61
"overhead press",2,2,"30","kgs","","","10/11/2021, 09:01:35","00:00:40.3",0.91,634,1.46,448,0.698
"overhead press",2,3,"30","kgs","","","10/11/2021, 09:01:35","00:00:40.3",0.83,656,1.33,512,0.788
"overhead press",3,1,"40","kgs","","","10/11/2021, 09:01:35","00:00:53.0",0.76,596,0.98,170,0.786
"overhead press",3,2,"40","kgs","","","10/11/2021, 09:01:35","00:00:53.0",0.70,610,0.94,169,0.875
"overhead press",4,1,"45","kgs","","","10/11/2021, 09:01:35","00:01:13.7",0.57,601,0.87,162,1.046
"overhead press",4,2,"45","kgs","","","10/11/2021, 09:01:35","00:01:13.7",0.52,602,0.78,145,1.156
"overhead press",5,1,"50","kgs","","","10/11/2021, 09:01:35","00:01:57.8",0.44,586,0.78,142,1.324
"overhead press",6,1,"55","kgs","","","10/11/2021, 09:01:35","00:01:35.2",0.34,577,0.68,116,1.672
"overhead press",7,1,"60","kgs","","","10/11/2021, 09:01:35","00:02:15.7",0.19,576,0.61,98,3.026
"squat",1,1,"20","kgs","","high bar","11/11/2021, 08:05:57","00:00:00",1.07,675,1.73,458,0.629
"squat",1,2,"20","kgs","","high bar","11/11/2021, 08:05:57","00:00:00",1.13,718,1.75,489,0.635
"squat",1,3,"20","kgs","","high bar","11/11/2021, 08:05:57","00:00:00",1.18,312,1.74,168,0.266
"squat",1,4,"20","kgs","","high bar","11/11/2021, 08:05:57","00:00:00",1.11,403,1.58,164,0.365
"squat",2,1,"40","kgs","","high bar","11/11/2021, 08:05:57","00:00:44.0",0.99,680,1.48,475,0.686
"squat",2,2,"40","kgs","","high bar","11/11/2021, 08:05:57","00:00:44.0",1.03,698,1.49,482,0.681
"squat",2,3,"40","kgs","","high bar","11/11/2021, 08:05:57","00:00:44.0",1.03,711,1.54,484,0.693
"squat",3,1,"60","kgs","","high bar","11/11/2021, 08:05:57","00:01:00.3",0.86,679,1.33,539,0.793
"squat",3,2,"60","kgs","","high bar","11/11/2021, 08:05:57","00:01:00.3",0.93,724,1.40,611,0.782
"squat",4,1,"80","kgs","","high bar","11/11/2021, 08:05:57","00:00:51.9",0.76,698,1.24,593,0.916
"squat",4,2,"80","kgs","","high bar","11/11/2021, 08:05:57","00:00:51.9",0.76,722,1.19,620,0.948
"squat",5,1,"100","kgs","","high bar","11/11/2021, 08:05:57","00:01:50.7",0.63,688,1.19,586,1.085
"squat",6,1,"120","kgs","","high bar","11/11/2021, 08:05:57","00:01:38.7",0.44,686,0.93,604,1.55
"squat",7,1,"130","kgs","","high bar","11/11/2021, 08:05:57","00:01:44.3",0.35,681,0.79,618,1.93
"squat",8,1,"140","kgs","","high bar","11/11/2021, 08:05:57","00:02:22.8",0.22,662,0.59,611,3.003
"overhead press",1,1,"20","kgs","","","11/11/2021, 08:05:57","00:01:21.3",1.15,620,1.78,435,0.54
"overhead press",1,2,"20","kgs","","","11/11/2021, 08:05:57","00:01:21.3",0.90,627,1.77,446,0.694
"overhead press",1,3,"20","kgs","","","11/11/2021, 08:05:57","00:01:21.3",1.18,658,1.89,449,0.557
"overhead press",2,1,"30","kgs","","","11/11/2021, 08:05:57","00:01:08.3",0.92,605,1.32,326,0.658
"overhead press",2,2,"30","kgs","","","11/11/2021, 08:05:57","00:01:08.3",1.00,622,1.35,486,0.619
"overhead press",2,3,"30","kgs","","","11/11/2021, 08:05:57","00:01:08.3",0.78,652,1.29,284,0.832
"overhead press",3,1,"40","kgs","","","11/11/2021, 08:05:57","00:01:01.8",0.69,602,0.94,173,0.867
"overhead press",3,2,"40","kgs","","","11/11/2021, 08:05:57","00:01:01.8",0.64,610,0.88,177,0.961
"overhead press",4,1,"45","kgs","","","11/11/2021, 08:05:57","00:01:02.9",0.58,606,0.83,172,1.045
"overhead press",4,2,"45","kgs","","","11/11/2021, 08:05:57","00:01:02.9",0.55,593,0.80,147,1.084
"overhead press",5,1,"50","kgs","","","11/11/2021, 08:05:57","00:01:33.3",0.42,601,0.75,138,1.434
"overhead press",6,1,"55","kgs","","","11/11/2021, 08:05:57","00:01:30.5",0.28,620,0.67,100,2.253
"overhead press",7,1,"60","kgs","","","11/11/2021, 08:05:57","00:12:49.0",0.16,595,0.56,80,3.705
"squat",1,1,"20","kgs","","high bar","15/11/2021, 10:09:03","00:00:00",1.02,637,1.72,438,0.624
"squat",1,2,"20","kgs","","high bar","15/11/2021, 10:09:03","00:00:00",1.16,734,1.82,498,0.632
"squat",1,3,"20","kgs","","high bar","15/11/2021, 10:09:03","00:00:00",1.27,543,1.78,305,0.426
"squat",2,1,"40","kgs","","high bar","15/11/2021, 10:09:03","00:00:48.1",1.06,698,1.64,526,0.659
"squat",2,2,"40","kgs","","high bar","15/11/2021, 10:09:03","00:00:48.1",1.08,732,1.60,491,0.675
"squat",2,3,"40","kgs","","high bar","15/11/2021, 10:09:03","00:00:48.1",1.05,724,1.50,484,0.686
"squat",3,1,"60","kgs","","high bar","15/11/2021, 10:09:03","00:00:59.1",0.88,688,1.41,551,0.783
"squat",3,2,"60","kgs","","high bar","15/11/2021, 10:09:03","00:00:59.1",0.91,709,1.39,547,0.777
"squat",4,1,"80","kgs","","high bar","15/11/2021, 10:09:03","00:01:16.0",0.77,708,1.32,601,0.921
"squat",4,2,"80","kgs","","high bar","15/11/2021, 10:09:03","00:01:16.0",0.78,713,1.28,611,0.918
"squat",5,1,"100","kgs","","high bar","15/11/2021, 10:09:03","00:01:23.8",0.63,685,1.18,593,1.08
"squat",6,1,"120","kgs","","high bar","15/11/2021, 10:09:03","00:01:31.3",0.46,677,0.99,601,1.464
"squat",7,1,"130","kgs","","high bar","15/11/2021, 10:09:03","00:01:30.3",0.46,711,1.08,624,1.553
"squat",8,1,"140","kgs","","high bar","15/11/2021, 10:09:03","00:01:56.5",0.36,697,0.99,620,1.915
"squat",9,1,"145","kgs","","high bar","15/11/2021, 10:09:03","00:01:54.5",0.28,677,0.81,617,2.379
"squat",10,1,"120","kgs","","high bar","15/11/2021, 10:09:03","00:02:38.4",0.50,678,0.91,600,1.362
"squat",10,2,"120","kgs","","high bar","15/11/2021, 10:09:03","00:02:38.4",0.46,684,0.95,599,1.484
"squat",10,3,"120","kgs","","high bar","15/11/2021, 10:09:03","00:02:38.4",0.43,693,0.89,627,1.624
"squat",11,1,"120","kgs","","high bar","15/11/2021, 10:09:03","00:00:49.2",0.44,680,0.87,602,1.538
"squat",11,2,"120","kgs","","high bar","15/11/2021, 10:09:03","00:00:49.2",0.41,696,0.80,627,1.718
"squat",11,3,"120","kgs","","high bar","15/11/2021, 10:09:03","00:00:49.2",0.33,678,0.82,618,2.051
"squat",12,1,"120","kgs","","high bar","15/11/2021, 10:09:03","00:01:00.4",0.45,669,0.94,590,1.501
"squat",12,2,"120","kgs","","high bar","15/11/2021, 10:09:03","00:01:00.4",0.39,679,0.88,600,1.761
"squat",12,3,"120","kgs","","high bar","15/11/2021, 10:09:03","00:01:00.4",0.31,682,0.73,623,2.177
"overhead press",1,1,"20","kgs","","","15/11/2021, 10:09:03","00:02:05.2",1.24,608,1.96,423,0.492
"overhead press",1,2,"20","kgs","","","15/11/2021, 10:09:03","00:02:05.2",1.01,634,1.95,397,0.626
"overhead press",1,3,"20","kgs","","","15/11/2021, 10:09:03","00:02:05.2",1.24,642,1.98,440,0.519
"overhead press",2,1,"30","kgs","","","15/11/2021, 10:09:03","00:00:44.3",1.03,618,1.44,313,0.598
"overhead press",2,2,"30","kgs","","","15/11/2021, 10:09:03","00:00:44.3",0.95,647,1.47,503,0.684
"overhead press",2,3,"30","kgs","","","15/11/2021, 10:09:03","00:00:44.3",0.85,634,1.35,496,0.744
"overhead press",3,1,"40","kgs","","","15/11/2021, 10:09:03","00:00:46.8",0.75,634,1.02,198,0.842
"overhead press",3,2,"40","kgs","","","15/11/2021, 10:09:03","00:00:46.8",0.72,641,1.00,198,0.894
"overhead press",4,1,"45","kgs","","","15/11/2021, 10:09:03","00:00:54.3",0.58,601,0.88,160,1.033
"overhead press",4,2,"45","kgs","","","15/11/2021, 10:09:03","00:00:54.3",0.51,616,0.80,141,1.209
"overhead press",5,1,"50","kgs","","","15/11/2021, 10:09:03","00:01:00.6",0.47,609,0.75,147,1.288
"overhead press",6,1,"55","kgs","","","15/11/2021, 10:09:03","00:01:13.1",0.34,591,0.69,108,1.734
"overhead press",7,1,"60","kgs","","","15/11/2021, 10:09:03","00:01:52.5",0.22,596,0.62,86,2.659
"overhead press",8,1,"50","kgs","","","15/11/2021, 10:09:03","00:01:21.4",0.29,583,0.77,148,1.99
